DealerCommunityActivated	Account_Number	HDID	Date	Name	ADD1	ADD2	City	State	Zip	Country	Phone	Lead_SMS_Phone	Request_A_Consultation	Lead_SMS_Notification	ShopAtHome	Rank	Email	Lead_Email	Website	HD_Website	HD_Website2	GalleryImage	Criteria_1	Criteria_2	Criteria_3	Criteria_4	Hours	Hours_Fr	By_Appointment_Only
true	10035333|1000|01|00	255057	11/21/2019	Blind & Drapery Corner	1000 N Collier Blvd	Ste 7	Marco Island	FL	34145-2530	US	(239) 642-8500		false	false	B	B	david@blindanddraperycorner.com	young@blindanddraperycorner.com, david@blindanddraperycorner.com		www.thedraperycorner.com	www.thedraperycorner.com						M-F: 10:00 am - 5:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 10H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10006814|1000|01|00	266665	11/21/2019	S P D Textile & Drapery Inc	6817 Hillsdale Ct		Indianapolis	IN	46250-2039	US	(317) 849-2131		false	false	B	A	jennifer@spdtextile.com	jennifer@spdtextile.com, scott.spdtextile@sbcglobal.net, anita@spdtextile.com									Please call for store hours.<br/>(317) 849-2131	Appelez pour les heures de magasin.<br/>(317) 849-2131	false
true	10035330|1000|01|00	546390	11/21/2019	Hessler Interior	4591 W Atlantic Ave		Delray Beach	FL	33445-3834	US	(561) 495-8900		false	false	S	A	judy@hesslerinteriors.com	judy@hesslerinteriors.com									Please call for store hours.<br/>(561) 495-8900	Appelez pour les heures de magasin.<br/>(561) 495-8900	false
true	10035335|1010|01|00		11/21/2019	Sewline Upholstery Ltd	674 16 St SW		Medicine Hat	AB	T1A 4X1	CA	(403) 526-3377		false	false	B	B	hunterdouglas@sewline.ca	hunterdouglas@sewline.ca, info@sewline.ca		http://sewline.hunterdouglas.ca/	sewline.hunterdouglas.ca/					Centurion	M-F: 8:00 am - 5:00 pm, Sat: By Appointment Only, Sun: Please call for store hours., 	LUN-VEN: 08H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Appelez pour les heures de magasin., 	false
true	10035301|1000|01|00	244566	11/21/2019	Carole Hiatt Design Associates Llc	41 Royal Heights Ctr		Belleville	IL	62226-5705	US	(618) 233-1789		false	false	B	A	angrimm3@gmail.com	alivernier@chdadesigns.com									Please call for store hours.<br/>(618) 233-1789	Appelez pour les heures de magasin.<br/>(618) 233-1789	false
true	10035338|1000|01|00	1770916	11/21/2019	Black Hills Interiors	333 Omaha St	Ste 1	Rapid City	SD	57701-2221	US	(605) 341-2614		false	false	B	A	jacki@blackhillsflooring.com	jacki@blackhillsflooring.com, jacki@blackhillsinteriors.com									Please call for store hours.<br/>(605) 341-2614	Appelez pour les heures de magasin.<br/>(605) 341-2614	false
true	10035320|1000|01|00	608859	11/21/2019	JOE THE BLIND MAN LLC	768 TERRACE DR		ALPINE	WY	83128	US	(307) 887-9833		true	false	H	B	mitch@joetheblindman.com	mitch@joetheblindman.com		www.joetheblindman.com	www.joetheblindman.com					Centurion	M-F: By Appointment Only, Sat: By Appointment Only, Sun: Please call for appointment., 	LUN-VEN: Sur rendez-vous uniquement, SAM: Sur rendez-vous uniquement, DIM: Veuillez appeler pour une consultation., 	false
true	10062183|1000|01|00	3519958	11/21/2019	Fely's Custom Drapes, Blinds	2044 LE AVE SW		ALBUQUERQUE	NM	87105-6805	US	(505) 321-5763		false	false	S	A	felypoo@hotmail.com	felypoo@hotmail.com									Please call for store hours.<br/>(505) 321-5763	Appelez pour les heures de magasin.<br/>(505) 321-5763	false
true	10035324|1000|01|00	3519033	11/21/2019	Luxade	21 Rose St		Lincroft	NJ	07738-1723	US	(917) 400-3988		false	false	H	A	luxadedrapery@gmail.com	luxadedrapery@gmail.com									Please call for appointment.<br/>(917) 400-3988	Veuillez appeler pour une consultation.<br/>(917) 400-3988	false
true	10036175|1000|01|00	3542167	11/21/2019	De - El Enterprises Inc	5777 SE International Way		Portland	OR	97222-4614	US	(541) 604-4705		false	false	H	A	tswanson@deelinc.com	jrumgay@deelinc.com											false
true	10032927|1000|01|00	3446629	11/21/2019	Sheffield Furniture	21080 Dulles Town Cir		Sterling	VA	20166-2416	US	(571) 323-6000		false	false	B	A	jlemley@sheffieldfurniture.com	tfawley@sheffieldfurniture.com, sheffielddulles@sheffieldfurniture.com, jlemley@sheffieldfurniture.com, rshannon@sheffieldfurniture.com									Please call for store hours.<br/>(571) 323-6000	Appelez pour les heures de magasin.<br/>(571) 323-6000	false
true	10050267|1000|01|00	3444942	11/21/2019	Selden's Designer Home Furnishings	10708 Main St	Ste 300	Bellevue	WA	98004-5552	US	(425) 450-9999		false	false	B	B	e.collie@seldens.com	lfleming@seldens.com		www.windowsbyseldens.com	www.windowsbyseldens.com					Centurion	M-F: 10:00 am - 7:00 pm, Sat: 10:00 am - 6:00 pm, Sun: 11:00 am - 5:00 pm, 	LUN-VEN: 10H00 - 19H00, SAM: 10H00 - 18H00, DIM: 11H00 - 17H00, 	false
true	10026475|1000|01|00	1318884	11/21/2019	WINDOW TRENDS	48 H RD		SILVERTHORNE	CO	80498	US	(970) 949-0306		false	false	H	A	lori@greenleafdesignllc.com	lori@greenleafdesignllc.com									Please call for appointment.<br/>(970) 949-0306	Veuillez appeler pour une consultation.<br/>(970) 949-0306	false
true	10027165|1000|01|00	2878939	11/21/2019	Debra Butler Design Studio	5700 4th Ave		Key West	FL	33040-6038	US	(305) 393-2942		false	false	B	A	debra@debrabutlerdesignstudio.com	debra@debrabutlerdesignstudio.com									Please call for store hours.<br/>(305) 393-2942	Appelez pour les heures de magasin.<br/>(305) 393-2942	false
true	10027169|1000|01|00	2881320	11/21/2019	Ray's Flooring Studio	200 Kiernan Ave	Ste A	Modesto	CA	95356-9530	US	(209) 577-5642		false	false	B	B	tonya@rayscarpets.com	tonya@rayscarpets.com		www.rayscarpetsmodesto.com	www.rayscarpetsmodesto.com					Centurion	M-F: 9:00 am - 5:30 pm, Sat: 10:00 am - 4:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 17H30, SAM: 10H00 - 16H00, DIM: Fermé, 	false
true	10036840|1000|01|00	246798	11/21/2019	Domino Designs	319 Post St		Petaluma	CA	94952-2626	US	(707) 529-2991		false	false	H	A	dominodrapery@gmail.com	dominodrapery@gmail.com									Please call for appointment.<br/>(707) 773-3154	Veuillez appeler pour une consultation.<br/>(707) 773-3154	false
true	10036841|1000|01|00	249717	11/21/2019	Hedwig Ludman	1325 Capital Blvd	Ste D	Reno	NV	89502-7175	US	(775) 786-2000		false	false	H	A	hlinteriors1234@att.net	hlinteriors1234@att.net, hlinteriors@integra.net								Centurion	Please call for appointment.<br/>(775) 786-2000	Veuillez appeler pour une consultation.<br/>(775) 786-2000	false
true	10039690|1000|01|00	234346	11/21/2019	Saddleback Design Inc	515 W Mississippi Ave		Denver	CO	80223-3120	US	(303) 940-3932		false	false	S	B	lauguste@gosaddleback.com	rlarson@gosaddleback.com, lauguste@gosaddleback.com		www.gosaddlebackwindowcoverings.com	www.gosaddlebackwindowcoverings.com					Centurion	M-F: By Appointment Only, Sat: Closed, Sun: Closed, 	LUN-VEN: Sur rendez-vous uniquement, SAM: Fermé, DIM: Fermé, 	false
true	10039692|1000|01|00	234947	11/21/2019	Interior Images	200 W Brundage St		Sheridan	WY	82801-4220	US	(307) 674-7604		false	false	B	A	jeremy@wyominginteriors.com	office@wyominginteriors.com, jeremy@wyominginteriors.com									Please call for store hours.<br/>(307) 674-7604	Appelez pour les heures de magasin.<br/>(307) 674-7604	false
true	10039694|1000|01|00	231741	11/21/2019	Dillabaugh's Flooring America	11522 W Fairview Ave		Boise	ID	83713-7834	US	(208) 322-2554		false	false	B	B	aaront@flooringamericaboise.com	aaront@flooringamericaboise.com		www.dillbaughsflooringamerica.hdwfdealer.com	Click here to visit this dealer's website					Centurion	M-F: 9:00 am - 6:00 pm, Sat: 10:00 am - 3:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 18H00, SAM: 10H00 - 15H00, DIM: Fermé, 	false
true	10039695|1000|01|00	234266	11/21/2019	Windo VanGo	1140 US Highway 287	Unit 600	Broomfield	CO	80020-7093	US	(303) 420-3788		true	false	B	C	andrew@windovango.net	andrew@windovango.net		www.windovango.org	www.windovango.org					Centurion	M-F: 10:00 am - 5:00 pm, Sat: 10:00 am - 4:00 pm, Sun: Closed, 	LUN-VEN: 10H00 - 17H00, SAM: 10H00 - 16H00, DIM: Fermé, 	false
true	10039635|1000|01|00	547379	11/21/2019	Blind Corners & Curves	8400 E Iliff Ave	Unit 14	Denver	CO	80231-3336	US	(303) 755-5000	(303) 883-9311	true	true	B	C	paul@bccblinds.com	brian@bccblinds.com, paul@bccblinds.com		www.buyblindsdenver.com	www.buyblindsdenver.com						M-F: 9:00 am - 5:00 pm, Sat: 9:00 am - 2:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: 09H00 - 14H00, DIM: Fermé, 	false
true	10039636|1000|01|00	513248	11/21/2019	Terri Richter Designs	2057 Arroyo Ct		Windsor	CO	80550-4687	US	(970) 690-9977		false	false	H	B	blindladydriving@comcast.net	blindladydriving@comcast.net		www.blindladydriving.com	www.blindladydriving.com						M-F: By Appointment Only, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: Sur rendez-vous uniquement, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10039838|1000|01|00	1662283	11/21/2019	Katherine Speas & Associates	3065 Cedar Heights Dr		Colorado Springs	CO	80904-4713	US	(719) 685-0144		false	false	H	A	allison@speasinteriordesign.com	courtney@speasinteriordesign.com, allison@speasinteriordesign.com									Please call for appointment.<br/>(719) 685-0144	Veuillez appeler pour une consultation.<br/>(719) 685-0144	false
true	10039839|1000|01|00	255894	11/21/2019	Dales Carpet One	3608 Automation Way		Fort Collins	CO	80525-5731	US	(970) 223-3596		false	false	B	B	jpoquette@dalescarpetoneftcollins.com	jpoquette@dalescarpetoneftcollins.com		www.dalescarpetone.hdwfdealer.com	Click here to visit this dealer's website					Centurion	M-F: 8:30 am - 5:30 pm, Sat: 9:00 am - 4:00 pm, Sun: Closed, 	LUN-VEN: 08H30 - 17H30, SAM: 09H00 - 16H00, DIM: Fermé, 	false
true	10006522|1000|01|00	234943	11/21/2019	The Woods Interiors	937 Sugarland Dr		Sheridan	WY	82801-5361	US	(307) 672-9304		false	false	B	A	ew-woods@actaccess.net	ew-woods@actaccess.net									Please call for store hours.<br/>(307) 672-9304	Appelez pour les heures de magasin.<br/>(307) 672-9304	false
true	10006168|1000|01|00	234399	11/21/2019	Innovative Openings Inc	667 S Pierce Ave		Louisville	CO	80027-3021	US	(303) 665-1305		false	false	B	B	rpease@innovativeopenings.com	rpease@innovativeopenings.com		www.coloradowindowcoverings.com	www.coloradowindowcoverings.com						M-F: 9:00 am - 5:00 pm, Sat: 9:00 am - 5:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: 09H00 - 17H00, DIM: Fermé, 	false
true	10039844|1000|01|00	234567	11/21/2019	TAYLOR WINDOW COVERINGS	16657 County Road 126		Pine	CO	80470	US	(303) 838-0783		false	false	H	A	jimieron@msn.com	jimieron@msn.com		www.taylorwindowcoverings.com	www.taylorwindowcoverings.com					Centurion	Please call for appointment.<br/>(303) 838-0783	Veuillez appeler pour une consultation.<br/>(303) 838-0783	false
true	10039846|1000|01|00	234476	11/21/2019	Colorado Blinds & Design	257 E 29th St	Ste A	Loveland	CO	80538-7814	US	(970) 663-0505		true	false	B	C	judy@coloradobd.com	steven@coloradobd.com, judy@coloradobd.com, lucinda@coloradobd.com, laurie@coloradobd.com		www.colorado-blinds.com	www.colorado-blinds.com					Centurion	M-F: 10:00 am - 5:00 pm, Sat: 10:00 am - 1:00 pm, Sun: Closed, 	LUN-VEN: 10H00 - 17H00, SAM: 10H00 - 13H00, DIM: Fermé, 	false
true	10040456|1000|01|00	1867352	11/21/2019	Burlington Design Center	3019 Marne Hwy		Mount Laurel	NJ	08054-2038	US	(856) 778-7772	6095103355	true	true	B	B	mike@burlingtondesigncenter.com	mike@burlingtondesigncenter.com, heavenlyhomes@comcast.net		www.burlingtondesigncenter.hdwfdealer.com	Click here to visit this dealer's website					Centurion	M-F: 7:30 am - 7:00 pm, Sat: 8:00 am - 5:00 pm, Sun: 10:00 am - 3:00 pm, 	LUN-VEN: 07H30 - 19H00, SAM: 08H00 - 17H00, DIM: 10H00 - 15H00, 	false
true	10040798|1000|01|00	250315	11/21/2019	Diana's Blinds & Designs Inc	1661 Katy Ln		Fort Mill	SC	29708-8974	US	(803) 548-4440		true	false	B	C	dianasblinds@gmail.com	dianasblinds@gmail.com, dianasblinds@gmail.com		www.dianasblindsanddesigns.com	www.dianasblindsanddesigns.com					Centurion	M-F: 10:00 am - 5:30 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 10H00 - 17H30, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10040800|1000|01|00	238520	11/21/2019	Sun Catchers	2201 Hamilton Place Blvd		Chattanooga	TN	37421-6005	US	(423) 785-6865		true	false	B	C	sun-catchers@comcast.net	sbible@bellsouth.net, sun-catchers@comcast.net, ddesigninc@comcast.net		www.suncatcherstn.com	www.suncatcherstn.com					Centurion	M-F: 9:30 am - 5:00 pm, Sat: 1:00 pm - 5:00 pm, Sun: Closed, 	LUN-VEN: 09H30 - 17H00, SAM: 13H00 - 17H00, DIM: Fermé, 	false
true	10040804|1000|01|00	250090	11/21/2019	Dizenzo Manufacturing Int'l, Inc.	4400 NW 19th Ave	Ste J	Pompano Beach	FL	33064-8703	US	(954) 977-5200		false	false	H	A	frankd.dmi@gmail.com	frankd.dmi@gmail.com									Please call for appointment.<br/>(954) 977-5200	Veuillez appeler pour une consultation.<br/>(954) 977-5200	false
true	10040807|1000|01|00	1269731	11/21/2019	D P Window Fashions	14651 Biscayne Blvd		North Miami	FL	33181-1211	US	(786) 271-3227		false	false	H	A	robert@dp-windowfashions.com	robert@dp-windowfashions.com									Please call for appointment.<br/>(786) 271-3227	Veuillez appeler pour une consultation.<br/>(786) 271-3227	false
true	10027470|1000|01|00	2916364	11/21/2019	Sunset Window Fashions	1648 Kimball St		Brooklyn	NY	11234-4302	US	(917) 440-0590		false	false	H	A	sunsetnewyork@gmail.com	faigedachs@gmail.com, sunsetnewyork@gmail.com									Please call for appointment.<br/>(917) 440-0590	Veuillez appeler pour une consultation.<br/>(917) 440-0590	false
true	10027480|1000|01|00	607412	11/21/2019	Ethan Allen	19240 Gulf Fwy		Friendswood	TX	77546-2705	US	(281) 480-4300	(713) 822-8576	true	true	B	A	bradley.chesnick@ethanallen.com	bradley.chesnick@ethanallen.com, pamela.easley@ethanallen.com		www.blindsoftexas.com	www.blindsoftexas.com					Centurion	M-W: 10:00 am - 6:00 pm, Th: 10:00 am - 8:00 pm, F: 10:00 am - 6:00 pm, Sat: 10:00 am - 6:00 pm, Sun: 12:30 pm - 5:30 pm, 	LUN-MER: 10H00 - 18H00, JEU: 10H00 - 20H00, VEN: 10H00 - 18H00, SAM: 10H00 - 18H00, DIM: 12H30 - 17H30, 	false
true	10027481|1000|01|00	2758693	11/21/2019	Ethan Allen	5006 Westheimer Rd		Houston	TX	77056-5601	US	(713) 877-1866	(713) 822-8576	true	true	B	B	bradley.chesnick@ethanallen.com	bradley.chesnick@ethanallen.com, nancy.bobyk@ethanallen.com		www.blindsoftexas.com	www.blindsoftexas.com					Centurion	M-W: 10:00 am - 6:00 pm, Th: 10:00 am - 8:00 pm, F: 10:00 am - 6:00 pm, Sat: 10:00 am - 6:00 pm, Sun: 12:30 pm - 5:30 pm, 	LUN-MER: 10H00 - 18H00, JEU: 10H00 - 20H00, VEN: 10H00 - 18H00, SAM: 10H00 - 18H00, DIM: 12H30 - 17H30, 	false
true	10027487|1000|01|00	3006472	11/21/2019	Lauries Blinds & Design	1320 Whiting Rd NW	Unit 13	Bemidji	MN	56601-6629	US	(218) 209-6246		false	false	H	A	mail@lauriesblindsanddesign.com	mail@lauriesblindsanddesign.com									Please call for appointment.<br/>(218) 209-6246	Veuillez appeler pour une consultation.<br/>(218) 209-6246	false
true	10027961|1000|01|00	2916246	11/21/2019	Montgomery's Furniture	1000 9th Ave SE		Watertown	SD	57201-5225	US	(605) 886-5000		false	false	B	B	r.meyer@montgomerys.com	j.weber@montgomerys.com, jennw@montgomerysfurniture.com		www.montgomeryswindowtreatments.com	www.montgomeryswindowtreatments.com						M-F: 9:00 am - 7:00 pm, Sat: 9:00 am - 5:00 pm, Sun: 12:00 pm - 4:00 pm, 	LUN-VEN: 09H00 - 19H00, SAM: 09H00 - 17H00, DIM: 12H00 - 16H00, 	false
true	10036659|1000|01|00	237311	11/21/2019	JM Wheeler	3310 Kirkwood Dr		San Jose	CA	95117-1544	US	(408) 247-1810		false	false	H	A	shutterpros@gmail.com	shutterpros@gmail.com									Please call for appointment.<br/>(408) 247-1810	Veuillez appeler pour une consultation.<br/>(408) 247-1810	false
true	10036665|1000|01|00	258552	11/21/2019	Renditions	1965 Churton Ave		Los Altos	CA	94024-6906	US	(650) 533-3884		false	false	H	A	snedigar@pacbell.net	snedigar@pacbell.net									Please call for appointment.<br/>(650) 533-3884	Veuillez appeler pour une consultation.<br/>(650) 533-3884	false
true	10038049|1000|01|00	2323758	11/21/2019	Ethan Allen	2817 W Anderson Ln		Austin	TX	78757-1111	US	(512) 615-9990	(713) 822-8576	true	true	B	A	bradley.chesnick@ethanallen.com	bradley.chesnick@ethanallen.com, vickie.guerin@ethanallen.com		www.blindsoftexas.com	www.blindsoftexas.com					Centurion	M-W: 10:00 am - 6:00 pm, Th: 10:00 am - 8:00 pm, F: 10:00 am - 6:00 pm, Sat: 10:00 am - 6:00 pm, Sun: 12:00 pm - 6:00 pm, 	LUN-MER: 10H00 - 18H00, JEU: 10H00 - 20H00, VEN: 10H00 - 18H00, SAM: 10H00 - 18H00, DIM: 12H00 - 18H00, 	false
true	10038053|1000|01|00	251331	11/21/2019	Interior Fabrics	4521 Benbrook Hwy		Fort Worth	TX	76116-8633	US	(817) 377-3633		true	false	B	C	blrferguson@aol.com	blrferguson@aol.com, ftwintfabrics@aol.com		www.ftwinteriorfabrics.com	www.ftwinteriorfabrics.com					Centurion	M-F: 9:00 am - 5:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10038055|1000|01|00	654779	11/21/2019	Jack Beattie's House of Carpet, Inc.	3206 B Ave		Gulfport	MS	39507-2424	US	(228) 864-6856		false	false	B	A	jeanniebeattie@aol.com	jeanniebeattie@aol.com									Please call for store hours.<br/>(228) 864-6856	Appelez pour les heures de magasin.<br/>(228) 864-6856	false
true	10038060|1000|01|00	251302	11/21/2019	Home Design Gallery	2421 Callender Rd	Ste 135	Mansfield	TX	76063-8868	US	(817) 261-5009	(817) 578-0285	true	true	S	C	wfckay@aol.com	wfckay@aol.com, amcook_hdg@yahoo.com		www.homedesigngallerytexas.com	www.homedesigngallerytexas.com						M-F: 10:00 am - 3:00 pm, Sat: By Appointment Only, Sun: By Appointment Only, 	LUN-VEN: 10H00 - 15H00, SAM: Sur rendez-vous uniquement, DIM: Sur rendez-vous uniquement, 	false
true	10006366|1000|01|00	234616	11/21/2019	Roberts Drapery	4111 S Natches Ct	Ste D	Englewood	CO	80110-8609	US	(303) 934-4599		false	false	S	A	robinw@robertsdrapery.com	robinw@robertsdrapery.com, pamm@robertsdrapery.com									Please call for store hours.<br/>(303) 934-4599	Appelez pour les heures de magasin.<br/>(303) 934-4599	false
true	10039882|1000|01|00	255953	11/21/2019	Shadey Deals Inc	34295 US Highway 6	Ste C2	Edwards	CO	81632-8217	US	(970) 926-2888		false	false	B	A	decor4u@aol.com	decor4u@aol.com									Please call for store hours.<br/>(970) 926-2888	Appelez pour les heures de magasin.<br/>(970) 926-2888	false
true	10039888|1000|01|00	248220	11/21/2019	Spangler's Home Fashions of Pueblo Inc	322 W 4th St		Pueblo	CO	81003-3299	US	(719) 542-5370		false	false	B	A	ann@spanglershomefashions.com	ann@spanglershomefashions.com									M-F: 9:00 am - 5:00 pm, Sat: Closed, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: Fermé, DIM: Fermé, 	false
true	10040030|1000|01|00	248532	11/21/2019	Jamesburg Hardware - Clayton Interiors	231 Gatzmer Ave		Jamesburg	NJ	08831-1352	US	(732) 521-0500		true	false	B	C	gcjamesburghardware@comcast.net	jamesburghardware@comcast.net, gcjamesburghardware@comcast.net		www.claytoninteriors.com	www.claytoninteriors.com					Centurion	M-F: 8:00 am - 6:30 pm, Sat: 8:00 am - 5:30 pm, Sun: 10:00 am - 2:00 pm, 	LUN-VEN: 08H00 - 18H30, SAM: 08H00 - 17H30, DIM: 10H00 - 14H00, 	false
true	10040031|1000|01|00	236171	11/21/2019	Pfaff's Inc.	1550 S Stratford Rd		Winston Salem	NC	27103-2922	US	(336) 765-1260		false	false	B	A	klineback74@aol.com	klineback74@aol.com									Please call for store hours.<br/>(336) 765-1260	Appelez pour les heures de magasin.<br/>(336) 765-1260	false
true	10040036|1000|01|00	254263	11/21/2019	Sew Fine II	5850 Fayetteville Rd	Ste 104	Durham	NC	27713-6289	US	(919) 806-3638		true	false	B	C	sf2katherine@gmail.com	sf2kristal@gmail.com, sf2katherine@gmail.com, sf2erinedwards@gmail.com, sf2paula@gmail.com		www.sewfine2.com/hunter-douglas-gallery/	www.sewfine2.com					Centurion	M-W: 9:00 am - 5:00 pm, Th: 9:00 am - 7:00 pm, F: 9:00 am - 5:00 pm, Sat: 10:00 am - 2:00 pm, Sun: Closed, 	LUN-MER: 09H00 - 17H00, JEU: 09H00 - 19H00, VEN: 09H00 - 17H00, SAM: 10H00 - 14H00, DIM: Fermé, 	false
true	10040438|1000|01|00	2887803	11/21/2019	Ethan Allen Design Center	1140 Creekshire Way		Winston Salem	NC	27103-3053	US	(336) 768-8334		false	false	B	A	kelly.williams@ethanallen.com	kwilliams@winston-salem.ethanallen.com, kelly.williams@ethanallen.com									Please call for store hours.<br/>(336) 768-8334	Appelez pour les heures de magasin.<br/>(336) 768-8334	false
true	10040442|1000|01|00	256495	11/21/2019	Ethan Allen	245 State Route 10		Whippany	NJ	07981-2103	US	(973) 256-3434		false	false	B	A	somerville@ethanallen.com	somerville@ethanallen.com, info@whippany.ethanallen.com, whippany@ethanallen.com									Please call for store hours.<br/>(973) 256-3434	Appelez pour les heures de magasin.<br/>(973) 256-3434	false
true	10041125|1000|01|00	254942	11/21/2019	Certified Window Fashions	11100 Bonita Beach Rd SE	Ste 106	Bonita Springs	FL	34135-5701	US	(239) 495-7202		false	false	B	B	john@certifiedwindowfashions.com	john@certifiedwindowfashions.com		www.certifiedwindowfashions.net	www.certifiedwindowfashions.net						M-F: 9:30 am - 5:00 pm, Sat: 9:30 am - 1:00 pm, Sun: Closed, 	LUN-VEN: 09H30 - 17H00, SAM: 09H30 - 13H00, DIM: Fermé, 	false
